Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,9507.15120941
Ethereum,https://coinmarketcap.com/currencies/ethereum/,183.144702057
XRP,https://coinmarketcap.com/currencies/ripple/,0.293712325559
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,260.68595251
Tether,https://coinmarketcap.com/currencies/tether/,0.984444155075
Litecoin,https://coinmarketcap.com/currencies/litecoin/,60.7558085538
EOS,https://coinmarketcap.com/currencies/eos/,3.33549072322
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,19.141080844
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,142.083603507
Stellar,https://coinmarketcap.com/currencies/stellar/,0.0632559846343
TRON,https://coinmarketcap.com/currencies/tron/,0.0188799099955
Cardano,https://coinmarketcap.com/currencies/cardano/,0.0419067406075
Monero,https://coinmarketcap.com/currencies/monero/,59.5350307747
UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,0.978703339265
Chainlink,https://coinmarketcap.com/currencies/chainlink/,2.67024690444
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,3.63913458879
NEO,https://coinmarketcap.com/currencies/neo/,11.4847261918
IOTA,https://coinmarketcap.com/currencies/iota/,0.271548119108
Dash,https://coinmarketcap.com/currencies/dash/,71.6890207676
Cosmos,https://coinmarketcap.com/currencies/cosmos/,3.21765233554
Tezos,https://coinmarketcap.com/currencies/tezos/,0.860953006888
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,4.78111974798
Maker,https://coinmarketcap.com/currencies/maker/,516.229160102
Ontology,https://coinmarketcap.com/currencies/ontology/,0.911729167926
USD Coin,https://coinmarketcap.com/currencies/usd-coin/,0.979684748596
Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,0.0359863840374
NEM,https://coinmarketcap.com/currencies/nem/,0.0423914184026
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0.0026771531975
Basic Attenti...,https://coinmarketcap.com/currencies/basic-attention-token/,0.234755505545
Zcash,https://coinmarketcap.com/currencies/zcash/,37.520312913
Paxos Standard,https://coinmarketcap.com/currencies/paxos-standard/,0.982378655738
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,0.788115928976
VeChain,https://coinmarketcap.com/currencies/vechain/,0.00405744346471
Qtum,https://coinmarketcap.com/currencies/qtum/,2.24920382833
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,0.982608796131
0x,https://coinmarketcap.com/currencies/0x/,0.282438181802
Decred,https://coinmarketcap.com/currencies/decred/,15.4120729075
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,0.29163558093
Holo,https://coinmarketcap.com/currencies/holo/,0.000902637963597
OmiseGO,https://coinmarketcap.com/currencies/omisego/,1.00954309087
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,0.0295615775027
LUNA,https://coinmarketcap.com/currencies/luna/,0.483098367437
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,7.93253057948
V Systems,https://coinmarketcap.com/currencies/v-systems/,0.0751796718983
ZB,https://coinmarketcap.com/currencies/zb/,0.294174334805
Bytom,https://coinmarketcap.com/currencies/bytom/,0.134266023993
Centrality,https://coinmarketcap.com/currencies/centrality/,0.119245385601
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,1.34031983179
EDUCare,https://coinmarketcap.com/currencies/educare/,0.134328686867
Nano,https://coinmarketcap.com/currencies/nano/,0.836815146866
Synthetix Net...,https://coinmarketcap.com/currencies/synthetix-network-token/,0.744710438975
Swipe,https://coinmarketcap.com/currencies/swipe/,1.69112908064
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.00801542440424
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.533221508051
Lisk,https://coinmarketcap.com/currencies/lisk/,0.793063146574
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0.000450367780174
Algorand,https://coinmarketcap.com/currencies/algorand/,0.221174646227
Augur,https://coinmarketcap.com/currencies/augur/,8.37156891408
Dai,https://coinmarketcap.com/currencies/dai/,0.988500417689
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.00203943383184
ICON,https://coinmarketcap.com/currencies/icon/,0.166019131612
THETA,https://coinmarketcap.com/currencies/theta/,0.095118423281
Waves,https://coinmarketcap.com/currencies/waves/,0.801136036543
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.0289276304776
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.00041883901329
HyperCash,https://coinmarketcap.com/currencies/hypercash/,1.68939951633
Quant,https://coinmarketcap.com/currencies/quant/,6.16800245185
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,1.1104551618
IOST,https://coinmarketcap.com/currencies/iostoken/,0.00596244177159
Komodo,https://coinmarketcap.com/currencies/komodo/,0.564785750654
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0.223002483093
Energi,https://coinmarketcap.com/currencies/energi/,2.91958941128
MCO,https://coinmarketcap.com/currencies/crypto-com/,4.07165129571
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0.138290471207
Verge,https://coinmarketcap.com/currencies/verge/,0.00382749129966
Ardor,https://coinmarketcap.com/currencies/ardor/,0.0542672016903
Nexo,https://coinmarketcap.com/currencies/nexo/,0.0961540901216
RIF Token,https://coinmarketcap.com/currencies/rif-token/,0.107792051081
Crypterium,https://coinmarketcap.com/currencies/crpt/,0.622385686461
FTX Token,https://coinmarketcap.com/currencies/ftx-token/,1.38682162976
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,0.064440457811
aelf,https://coinmarketcap.com/currencies/aelf/,0.0927528559049
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0.00572744643002
